question,intent,answer,source_dataset
Who won the penalty shootout between Gabon and Togo on 1999-11-26?,shootout_winner,Togo,shootouts
What was the away team's score in Spain versus Iceland?,away_team_score,0,results
What score did Jamaica and El Salvador finish with?,match_score,Jamaica 0 - 0 El Salvador,results
What was the home score when Tuvalu played Solomon Islands?,home_team_score,0,results
What was the location of Belgium versus Wales?,match_location,"Brussels, Belgium",results
What was the away team's score when Argentina played Brazil on 1978-06-18?,away_team_score,0,results
What city and country hosted Egypt versus Djibouti?,match_location,"Cairo, Egypt",results
Did Lee Tae-ho score a penalty in the match against Saudi Arabia?,penalty_status,No,goalscorers
When did the match between Benin and Zambia take place?,match_date,2021-06-08,results
Who was the winner when England played North Macedonia?,match_winner,England,results
Was Mark van Bommel's goal for Netherlands against Andorra an own goal?,own_goal_status,No,goalscorers
What was the final score between Eswatini and Zambia?,match_score,Eswatini 0 - 0 Zambia,results
Was the goal by Ali Ashfaq recorded as an own goal?,own_goal_status,No,goalscorers
Which tournament was the match between Suriname and Guyana part of?,tournament,Friendly,results
Who was the winner when Lithuania played Latvia?,match_winner,Lithuania,results
What was the away team's goal total against Singapore?,away_team_score,3,results
Where did Slovakia face Malta?,match_location,"Bratislava, Slovakia",results
In which city and country did China play Malaysia?,match_location,"Chengdu, China",results
What was the away team DR Congo's score against Cameroon?,away_team_score,0,results
How many times did the away team Turks and Caicos Islands score against Saint Kitts and Nevis?,away_team_score,0,results
Was Dave Mitchell's goal for Australia marked as an own goal?,own_goal_status,No,goalscorers
Who won the penalty shootout between Isle of Man and Menorca?,shootout_winner,Menorca,shootouts
Which team won the shootout between Malawi and Zimbabwe?,shootout_winner,Zimbabwe,shootouts
Which event included the match between Bolivia and Paraguay?,tournament,FIFA World Cup qualification,results
Was the match between Guinea-Bissau and Sierra Leone played on neutral soil?,neutral_status,No,results
Who won the match between Cameroon and Morocco?,match_winner,Cameroon,results
What was the location of United States versus Honduras?,match_location,"Sandy, United States",results
Did Jimmy Zakazaka score a penalty in the match against Kenya?,penalty_status,No,goalscorers
What score did Chile and Switzerland finish with?,match_score,Chile 3 - 1 Switzerland,results
What was the home team's score when Honduras played Argentina?,home_team_score,1,results
Was Hussein Saeed's goal in Iraq versus United Arab Emirates a spot kick?,penalty_status,No,goalscorers
When was the match between Israel and Switzerland played?,match_date,2023-11-15,results
What was the competition for North Korea against Macau on 1993-05-16?,tournament,East Asian Games,results
Was North Korea against Hong Kong played away from both teams' home grounds?,neutral_status,Yes,results
Did Héctor Moreno's goal in Mexico versus El Salvador count as an own goal?,own_goal_status,No,goalscorers
Which event included the match between Suriname and Guyana?,tournament,Friendly,results
Was the goal by Iván Zamorano recorded as an own goal?,own_goal_status,No,goalscorers
What was the final score when Hungary played German DR?,match_score,Hungary 3 - 2 German DR,results
What day was the match between Guinea and Gabon?,match_date,2023-10-17,results
Was the match between Guernsey and Alderney played at a neutral venue?,neutral_status,No,results
Was the goal scored by Justo Ruiz for Andorra a penalty?,penalty_status,Yes,goalscorers
How many goals were scored altogether when Mozambique played Tanzania?,total_goals,3,results
Who was the winner of the penalty shootout between Bahrain and Latvia?,shootout_winner,Bahrain,shootouts
Who was on the scoresheet for South Korea against Lebanon?,scorer,Ji Dong-won,goalscorers
Who kicked first when South Ossetia played Chameria in a penalty shootout?,first_shooter,Unknown,shootouts
Did Juris Laizāns convert a penalty against Turkey on 2003-11-19?,penalty_status,No,goalscorers
Which event included the match between Kazakhstan and Syria?,tournament,WAFF Championship,results
Where did Slovakia face Iceland?,match_location,"Žilina, Slovakia",results
What was the home score when Spain played Uruguay?,home_team_score,2,results
Was Vladimír Šmicer's goal for Czech Republic against Andorra an own goal?,own_goal_status,No,goalscorers
What was the scoreline for Pakistan versus Maldives?,match_score,Pakistan 2 - 0 Maldives,results
What was the final score when United States played Costa Rica?,match_score,United States 3 - 2 Costa Rica,results
When was the FIFA World Cup qualification match between Sierra Leone and Chad held?,match_date,2015-10-13,results
What competition did Curaçao and Haiti play in?,tournament,CONCACAF Championship qualification,results
What was the away team's score when Morocco played DR Congo on 2024-01-21?,away_team_score,1,results
Who took the first penalty in the shootout between Mexico and Peru?,first_shooter,Mexico,shootouts
What was the date of Ethiopia versus Tunisia?,match_date,1963-11-28,results
Was the venue neutral for the match between Mauritania and Madagascar?,neutral_status,Yes,results
Which tournament featured Sri Lanka versus Indonesia?,tournament,Friendly,results
What city and country hosted Kuwait versus Czech Republic?,match_location,"Kuwait City, Kuwait",results
Was the match between Bulgaria and Serbia played at a neutral venue?,neutral_status,No,results
Which location hosted the match between Venezuela and Brazil?,match_location,"Caracas, Venezuela",results
How many goals did the home team Guernsey score in this match?,home_team_score,5,results
Which player scored for Turkey against Serbia?,scorer,Hakan Çalhanoğlu,goalscorers
What was the goal minute for Rayan Raveloson against Central African Republic on 2025-03-19?,goal_minute,17,goalscorers
What was the home team's score when Lithuania played Latvia?,home_team_score,1,results
Was the venue neutral for the match between United States and Costa Rica?,neutral_status,No,results
Did either Belgium or Greece have home advantage?,neutral_status,No,results
In which city and country did Poland play German DR?,match_location,"Chorzów, Poland",results
Which player got the goal for Jamaica against Honduras?,scorer,Ricardo Gardner,goalscorers
Who was the winner when Finland played Wales?,match_winner,Draw,results
Which side took the opening penalty between Iran and North Korea?,first_shooter,Unknown,shootouts
What was the total number of goals scored between Venezuela and Argentina?,total_goals,5,results
Was the match between Jordan and Yemen played on neutral soil?,neutral_status,No,results
What was the final score when Malta played Portugal?,match_score,Malta 0 - 4 Portugal,results
Did either Mozambique or Sudan have home advantage?,neutral_status,No,results
Which event included the match between China and Finland?,tournament,Dunhill Cup,results
Did Faroe Islands or Kazakhstan win the match?,match_winner,Faroe Islands,results
What competition was the match between Saudi Arabia and Brazil played in?,tournament,Friendly,results
What was the overall goal total for the match?,total_goals,3,results
How many total goals were scored between DR Congo and Mauritania on 2023-11-15?,total_goals,2,results
Which team took the first penalty between Iraq and Qatar?,first_shooter,Qatar,shootouts
Did Faisal Al-Dakhil score a penalty in the match against Malaysia?,penalty_status,No,goalscorers
How many goals were recorded in Luxembourg vs Portugal?,total_goals,2,results
Who was on the scoresheet for Serbia against Sweden?,scorer,Saša Lukić,goalscorers
Can you tell me the score between Germany and Spain?,match_score,Germany 2 - 2 Spain,results
Which team was victorious in the penalty shootout between United Koreans in Japan and Iraqi Kurdistan?,shootout_winner,United Koreans in Japan,shootouts
Did Yakubu's goal for Nigeria come from a penalty kick?,penalty_status,Yes,goalscorers
How many goals were scored by the away team Japan against Kazakhstan?,away_team_score,2,results
When did Qatar face Curaçao?,match_date,2017-10-10,results
Which player scored for El Salvador in the 1963-03-27 match against Honduras?,scorer,César Reynosa,goalscorers
What was the home team's score in Peru versus Ecuador?,home_team_score,0,results
Who started the penalty shootout between Argentina and Chile?,first_shooter,Chile,shootouts
What was the result of Portugal against Turkey?,match_score,Portugal 3 - 1 Turkey,results
When did Gareth Bale score against England?,goal_minute,42,goalscorers
What was the scoreline for Fiji versus Estonia?,match_score,Fiji 0 - 2 Estonia,results
Where was the Friendly match between Kazakhstan and Azerbaijan held?,match_location,"Shymkent, Kazakhstan",results
Which player scored for Greece in the 1986-11-12 match against Hungary?,scorer,Tasos Mitropoulos,goalscorers
Was Gabriel Jesus's goal against Ecuador scored into their own net?,own_goal_status,No,goalscorers
Who was the first shooter in the penalty shootout between Argentina and Colombia?,first_shooter,Colombia,shootouts
Who found the net for England against Czechoslovakia?,scorer,Mick Channon,goalscorers
Which side took the opening penalty between Lesotho and Uganda?,first_shooter,Unknown,shootouts
Did Wolfram Löwe register an own goal in the match against Wales?,own_goal_status,No,goalscorers
How many goals did the away team Italy score in this match?,away_team_score,1,results
Where did Corsica face Bulgaria?,match_location,"Ajaccio, France",results
Who won the match between Switzerland and Honduras?,match_winner,Draw,results
What was the away team's goal total against South Korea?,away_team_score,0,results
How many goals did the home team Mexico score while hosting Australia?,home_team_score,1,results
Did Luis Enrique's goal in Spain versus Denmark count as an own goal?,own_goal_status,No,goalscorers
How many goals did the away team German DR score in the Friendly match against Tunisia?,away_team_score,0,results
Did Mohammed Salim's goal in Tanzania versus Nigeria count as an own goal?,own_goal_status,No,goalscorers
Did Juhani Peltonen convert a penalty against Austria on 1967-09-24?,penalty_status,No,goalscorers
Did Liam Millar's goal for Canada come from a penalty kick?,penalty_status,No,goalscorers
Where did New Caledonia face Vanuatu?,match_location,"Nouméa, New Caledonia",results
Which side took the opening penalty between Argentina and Chile?,first_shooter,Chile,shootouts
What was the final score between Albania and Yugoslavia?,match_score,Albania 2 - 3 Yugoslavia,results
Where was the match between Suriname and Curaçao played?,match_location,"Paramaribo, Suriname",results
How many times did the home team Kenya score against Mali?,home_team_score,1,results
In which minute did José Manuel Contreras score for Guatemala against Cuba?,goal_minute,90,goalscorers
Which team defeated the other in Lesotho versus Mauritania?,match_winner,Lesotho,results
Who took the first penalty in the shootout between Japan and Sweden?,first_shooter,Unknown,shootouts
Did Dudu Georgescu score from the penalty spot against Spain?,penalty_status,Yes,goalscorers
Who started the penalty shootout between Romania and Georgia?,first_shooter,Unknown,shootouts
What was the final score when South Africa played Namibia?,match_score,South Africa 1 - 1 Namibia,results
Did Ramón Ramírez score from the penalty spot against Honduras?,penalty_status,No,goalscorers
Who scored for Denmark in the match against Kazakhstan on 2023-03-26?,scorer,Rasmus Højlund,goalscorers
Was the goal by Didier Drogba against Cameroon scored from a penalty?,penalty_status,No,goalscorers
What minute was Marco Fabián's goal for Mexico?,goal_minute,89,goalscorers
Where did El Salvador face Saint Vincent and the Grenadines?,match_location,"San Salvador, El Salvador",results
Which location hosted the match between Czechoslovakia and Wales?,match_location,"Prague, Czechoslovakia",results
What minute was Voldemārs Plade's goal for Latvia?,goal_minute,86,goalscorers
Which team won between Argentina and Venezuela?,match_winner,Argentina,results
Who was the goalscorer for South Korea versus Japan?,scorer,Lee Tae-ho,goalscorers
Was Jimmy Ben's goal for Vanuatu marked as an own goal?,own_goal_status,No,goalscorers
How many goals were scored altogether when Paraguay played Peru?,total_goals,5,results
At what minute did Kostas Stafylidis find the net against Hungary?,goal_minute,5,goalscorers
Who won the penalty shootout between Panama and El Salvador on 2011-06-19?,shootout_winner,Panama,shootouts
What was the combined number of goals in the UEFA Euro qualification match between North Macedonia and Croatia?,total_goals,2,results
How many goals did the away team Singapore score while playing away to Japan?,away_team_score,0,results
In which city and country did Libya play Namibia?,match_location,"Tripoli, Libya",results
How many goals were scored in total when Brazil faced Portugal?,total_goals,4,results
Which team was victorious in the penalty shootout between Uruguay and Ghana?,shootout_winner,Uruguay,shootouts
Which event included the match between Dominica and Martinique?,tournament,Friendly,results
What was the home team's score in Morocco versus Zambia?,home_team_score,1,results
What was the competition for Sweden against Bulgaria on 2005-09-03?,tournament,FIFA World Cup qualification,results
What was the home score when Malaysia played Kenya?,home_team_score,0,results
Was Harry Kane's goal for England against Malta an own goal?,own_goal_status,No,goalscorers
In which city and country did United Arab Emirates play Syria?,match_location,"Abu Dhabi, United Arab Emirates",results
Was the venue neutral for the match between Republic of Ireland and Norway?,neutral_status,No,results
Who started the penalty shootout between United Arab Emirates and Indonesia?,first_shooter,Unknown,shootouts
Which tournament was the match between Austria and Japan part of?,tournament,Friendly,results
How many goals were scored by the home team France against Bulgaria?,home_team_score,2,results
At what minute did Moysés Ferreira Alves find the net against Peru?,goal_minute,80,goalscorers
Was Mihails Zemļinskis's goal for Latvia against Estonia an own goal?,own_goal_status,No,goalscorers
Who won the shootout when Libya played Ghana?,shootout_winner,Ghana,shootouts
What was the score between Paraguay and Argentina?,match_score,Paraguay 2 - 2 Argentina,results
How many times did the home team Finland score against Republic of Ireland?,home_team_score,1,results
On what date did England play Switzerland?,match_date,2011-06-04,results
Did Enrique Guaita score a penalty in the match against Austria?,penalty_status,No,goalscorers
Which player scored for Russia against Norway?,scorer,Georgi Kondratiev,goalscorers
Which location hosted the match between Guatemala and El Salvador?,match_location,"Guatemala City, Guatemala",results
In which minute did Arsen Avakov score in Tajikistan versus Turkmenistan?,goal_minute,26,goalscorers
Was the goal involving Anders Svensson on 2005-06-04 an own goal?,own_goal_status,No,goalscorers
Which team kicked first in the shootout between Guernsey and Ynys Môn?,first_shooter,Unknown,shootouts
Who was the goalscorer for Jordan versus Pakistan?,scorer,Musa Al-Taamari,goalscorers
Which player scored for Czechoslovakia in the 1934-06-03 match against Germany?,scorer,Oldřich Nejedlý,goalscorers
Was the Friendly match between Laos and Sri Lanka neutral?,neutral_status,No,results
Where was the match between Costa Rica and Serbia played?,match_location,"Samara, Russia",results
What was the competition for Singapore against Thailand on 1991-11-25?,tournament,Southeast Asian Games,results
What was the score between Norway and Finland on 1966-08-14?,match_score,Norway 1 - 1 Finland,results
Which team won between Sweden and Denmark?,match_winner,Denmark,results
Which team took the first penalty between Senegal and Algeria?,first_shooter,Unknown,shootouts
What was the away team Luxembourg's score against Switzerland?,away_team_score,0,results
What competition was the match between Sudan and Zambia played in?,tournament,FIFA World Cup qualification,results
Who came out on top between Ghana and Togo?,match_winner,Draw,results
Was Emile Ounei's goal for New Caledonia against Fiji a penalty?,penalty_status,Yes,goalscorers
Who emerged as the winner in South Korea vs Vietnam Republic?,match_winner,South Korea,results
What minute was Silvio Piola's goal for Italy?,goal_minute,51,goalscorers
What was the combined number of goals in the South Asian Games match between Pakistan and Maldives?,total_goals,2,results
What was the away team's score in Cameroon versus DR Congo?,away_team_score,1,results
Was the match between Lesotho and Zambia played on neutral soil?,neutral_status,No,results
Which tournament included the match between Ecuador and Chile?,tournament,FIFA World Cup qualification,results
Which team kicked first in the shootout between Zambia and Zimbabwe?,first_shooter,Unknown,shootouts
Was Qatar versus Iran held at a neutral location?,neutral_status,No,results
Was the goal by Walter Boyd recorded as an own goal?,own_goal_status,No,goalscorers
Who was the goalscorer for Bangladesh versus Thailand?,scorer,Sabbir,goalscorers
When did Baltazar score against Mexico?,goal_minute,71,goalscorers
In which city and country did Cyprus play Sweden?,match_location,"Famagusta, Cyprus",results
When was the WAFF Championship match between Jordan and Qatar held?,match_date,2008-08-13,results
Who won the match between Japan and Bahrain?,match_winner,Japan,results
What was the home score when El Salvador played Jamaica?,home_team_score,1,results
How many total goals were scored between Scotland and Germany?,total_goals,2,results
What was the total number of goals in Luxembourg versus Republic of Ireland?,total_goals,1,results
Who won the shootout when Pakistan played Nepal?,shootout_winner,Nepal,shootouts
Did Zvenyika Makonese score from the penalty spot against Zimbabwe?,penalty_status,No,goalscorers
What date did Hungary and Greece play each other?,match_date,2007-11-21,results
Which team took the first kick between Malawi and Namibia on 1999-05-22?,first_shooter,Unknown,shootouts
How many goals were scored in total when Oman faced Costa Rica?,total_goals,7,results
What was the location of Andalusia versus Yugoslavia?,match_location,"Cádiz, Spain",results
When was the FIFA World Cup qualification match between Turkmenistan and China held?,match_date,1997-05-04,results
Who won the penalty shootout between United States and Colombia?,shootout_winner,Colombia,shootouts
Did either Djibouti or Tunisia have home advantage?,neutral_status,No,results
How many goals did the home team Lithuania score while hosting Georgia?,home_team_score,1,results
Was the goal scored by Vincent Aboubakar for Cameroon a penalty?,penalty_status,No,goalscorers
Who won the match between Fiji and Solomon Islands on 1989-11-04?,match_winner,Draw,results
Did Roland Ducke's goal for German DR come from a penalty kick?,penalty_status,No,goalscorers
What was the overall goal total for the match?,total_goals,3,results
In what city was Finland against Denmark played?,match_location,"Helsinki, Finland",results
What date did South Africa and Cameroon play each other?,match_date,1994-12-04,results
What was the home team's score in Canada versus Mexico?,home_team_score,0,results
What was the goal minute for Dieumerci Mbokani against Djibouti on 2008-06-22?,goal_minute,63,goalscorers
What was the away team's goal total against Costa Rica?,away_team_score,2,results
Was Radoslav Kirilov's goal in Bulgaria versus Gibraltar a spot kick?,penalty_status,No,goalscorers
What was the away team's score in Jamaica versus Puerto Rico?,away_team_score,0,results
When was the match between Northern Ireland and Faroe Islands played?,match_date,2011-08-10,results
What city and country hosted Malaysia versus Palestine?,match_location,"Kuala Lumpur, Malaysia",results
Which team defeated the other in Costa Rica versus Trinidad and Tobago?,match_winner,Costa Rica,results
What was the total number of goals scored between Netherlands and England?,total_goals,2,results
Who was the winner when South Korea played Malaysia?,match_winner,South Korea,results
Who kicked first when Portugal played Spain in a penalty shootout?,first_shooter,Spain,shootouts
How many goals were recorded in Dominican Republic vs French Guiana?,total_goals,3,results
Was Bai Malleh Wadda's goal in Gambia versus Ivory Coast a spot kick?,penalty_status,No,goalscorers
How many goals were recorded in Oman vs Somalia?,total_goals,3,results
What date did Indonesia and Malaysia play each other?,match_date,1974-06-07,results
Who was the first shooter in the penalty shootout between Zimbabwe and Zambia?,first_shooter,Unknown,shootouts
Who won the penalty shootout between Cameroon and Algeria on 1991-01-21?,shootout_winner,Cameroon,shootouts
How many goals did the home team Malaysia score in the Merdeka Tournament match against Myanmar?,home_team_score,0,results
Was Oļegs Blagonadeždins's goal for Latvia marked as an own goal?,own_goal_status,No,goalscorers
How many goals were there in the match between Mexico and Honduras?,total_goals,3,results
Who scored for Tunisia against Mauritania?,scorer,Saad Bguir,goalscorers
How many goals did the away team Mali score in this match?,away_team_score,1,results
Which event included the match between Slovenia and Estonia?,tournament,Friendly,results
Which team took the first penalty between France and Switzerland?,first_shooter,Switzerland,shootouts
Who won the match between Zambia and Eswatini?,match_winner,Eswatini,results
Did the match between Donetsk PR and Luhansk PR end in a draw or did someone win?,match_winner,Donetsk PR,results
How many goals were recorded in Uruguay vs Switzerland?,total_goals,4,results
How many goals did the home team Luxembourg score while hosting Serbia?,home_team_score,0,results
Who emerged as the winner in Uruguay vs Costa Rica?,match_winner,Uruguay,results
When was the match between Guernsey and Jersey played?,match_date,1932-04-14,results
Did the match between Georgia and Slovenia end in a draw or did someone win?,match_winner,Draw,results
What was the scoreline for Ghana versus Nigeria?,match_score,Ghana 1 - 0 Nigeria,results
Which tournament featured Netherlands versus Russia?,tournament,Friendly,results
How many goals were scored by the away team Czech Republic against South Korea?,away_team_score,2,results
Was the match between Costa Rica and Honduras played on neutral soil?,neutral_status,Yes,results
What was the total number of goals in Peru versus Chile?,total_goals,6,results
Who won the penalty shootout between Thailand and Singapore?,shootout_winner,Thailand,shootouts
Which team defeated the other in Netherlands versus Belgium?,match_winner,Netherlands,results
Did Matthew Upson convert a penalty against Germany on 2010-06-27?,penalty_status,No,goalscorers
What was the date of France versus Australia?,match_date,2022-11-22,results
Was the Friendly match between Tunisia and Libya neutral?,neutral_status,No,results
Which team won the shootout between England and Italy?,shootout_winner,Italy,shootouts
Who started the penalty shootout between Oman and Singapore?,first_shooter,Unknown,shootouts
What city and country hosted Argentina versus Basque Country?,match_location,"Buenos Aires, Argentina",results
Who was on the scoresheet for Bosnia and Herzegovina against Romania?,scorer,Haris Tabaković,goalscorers
What score did the home team Aruba record against Haiti?,home_team_score,3,results
Was Switzerland against San Marino played away from both teams' home grounds?,neutral_status,No,results
Which side won the penalty shootout between Cambodia and Singapore?,shootout_winner,Singapore,shootouts
Who found the net for Austria against Norway?,scorer,Wilhelm Kreuz,goalscorers
Did Marko Arnautović register an own goal in the match against North Macedonia?,own_goal_status,No,goalscorers
How many total goals were scored between Saint Martin and British Virgin Islands?,total_goals,1,results
Who won the African Cup of Nations qualification match between Namibia and Mali?,match_winner,Mali,results
Did Khamis Mubarak score a penalty in the match against India?,penalty_status,No,goalscorers
How many goals did the away team Ghana score in the Friendly match against Mexico?,away_team_score,0,results
How many goals were recorded in Kuwait vs Kazakhstan?,total_goals,0,results
Can you tell me the score between Nepal and Pakistan?,match_score,Nepal 2 - 1 Pakistan,results
Was Serbia versus Uruguay held at a neutral location?,neutral_status,No,results
What was the away team's score in Germany versus Colombia?,away_team_score,1,results
Who was the goalscorer for Colombia versus Venezuela?,scorer,Rubén Darío Bustos,goalscorers
Which side won the penalty shootout between Kuwait and North Korea?,shootout_winner,North Korea,shootouts
Was the goal by Julius Aghahowa against Senegal scored from a penalty?,penalty_status,No,goalscorers
Where did Japan face Australia?,match_location,"Hwaseong, South Korea",results
In which tournament did United States face Costa Rica?,tournament,FIFA World Cup qualification,results
Who took the first penalty in the shootout between Uruguay and Brazil?,first_shooter,Uruguay,shootouts
What was the total goal count in the match between Cameroon and Ivory Coast?,total_goals,0,results
Who scored for Ukraine in the match against San Marino on 2013-10-15?,scorer,Yevhen Seleznyov,goalscorers
Which tournament included the match between Belgium and Finland?,tournament,Friendly,results
Was the goal by Ronnie McKinnon recorded as an own goal?,own_goal_status,No,goalscorers
How many total goals were scored between Galicia and Central Spain?,total_goals,5,results
Did Humberto Moreno convert a penalty against Bolivia on 1926-10-12?,penalty_status,No,goalscorers
Did Iran and Kyrgyzstan play on neutral ground?,neutral_status,No,results
Where was the Friendly match between Congo and Tunisia held?,match_location,"Brazzaville, Congo",results
Was the goal scored by Arie Haan for Netherlands a penalty?,penalty_status,No,goalscorers
What was the total number of goals scored between Lesotho and Malawi?,total_goals,0,results
When was Oalex Anderson's goal scored in the match against Guatemala?,goal_minute,29,goalscorers
What was the home score when Bahrain played Jordan?,home_team_score,4,results
Who was the goalscorer for Austria versus North Macedonia?,scorer,Marko Arnautović,goalscorers
Who won the penalty shootout between Ellan Vannin and Iraqi Kurdistan?,shootout_winner,Ellan Vannin,shootouts
When did Saudi Arabia face Russia?,match_date,1993-10-06,results
Who was the winner when Myanmar played Pakistan?,match_winner,Pakistan,results
Which side won when Turkey faced Sweden?,match_winner,Sweden,results
When did the match between Gabon and Ghana take place?,match_date,2022-01-14,results
Who scored for Israel against Taiwan?,scorer,Eli Ohana,goalscorers
Which team kicked first in the shootout between Mexico and Costa Rica?,first_shooter,Mexico,shootouts
What score did the home team Uruguay record against Paraguay?,home_team_score,0,results
At what minute did Harry Hestad find the net against Netherlands?,goal_minute,77,goalscorers
What competition was the match between Argentina and Colombia played in?,tournament,Copa América,results
When was the match between Russia and Serbia played?,match_date,2016-06-05,results
Was the venue neutral for the match between Egypt and Senegal?,neutral_status,No,results
In which city and country did Iraq play Kuwait?,match_location,"Basra, Iraq",results
How many goals were scored by the home team Namibia against Zimbabwe?,home_team_score,2,results
Who won the penalty shootout between South Africa and Mali?,shootout_winner,Mali,shootouts
Which player got the goal for Sweden against Malta?,scorer,Dan Corneliusson,goalscorers
What was the date of DR Congo versus Burkina Faso?,match_date,2004-06-20,results
How many total goals were scored between Germany and Cyprus?,total_goals,12,results
Which tournament included the match between Iceland and Norway?,tournament,UEFA Euro qualification,results
Did Amir Rrahmani's goal for Kosovo come from a penalty kick?,penalty_status,No,goalscorers
Where was the match between Montserrat and Suriname played?,match_location,"Macoya, Trinidad and Tobago",results
Who won the shootout when Brazil played France?,shootout_winner,France,shootouts
What minute was Walter Centeno's goal for Costa Rica?,goal_minute,68,goalscorers
What was the final result when Portugal played Turkey?,match_score,Portugal 2 - 0 Turkey,results
At what point in the match did Hideki Maeda score against Macau?,goal_minute,80,goalscorers
Was Switzerland against Hungary played away from both teams' home grounds?,neutral_status,No,results
Was Freddy García's goal against Grenada scored into their own net?,own_goal_status,No,goalscorers
Which team defeated the other in Mexico versus Venezuela?,match_winner,Mexico,results
Was Gareth Bale's goal for Wales marked as an own goal?,own_goal_status,No,goalscorers
Was Harry Kane's goal against Montenegro scored into their own net?,own_goal_status,No,goalscorers
Who took the first penalty in the shootout between Cameroon and Ivory Coast?,first_shooter,Cameroon,shootouts
Was Lachezar Tanev's goal for Bulgaria against Belgium an own goal?,own_goal_status,No,goalscorers
How many goals did the home team Azerbaijan score in this match?,home_team_score,0,results
Who kicked first when Uzbekistan played Venezuela in a penalty shootout?,first_shooter,Venezuela,shootouts
How many goals did the home team Maldives score in the Diamond Jubilee International Football Tournament match against Pakistan?,home_team_score,0,results
Who scored for Sweden in the match against Malta on 2004-09-04?,scorer,Freddie Ljungberg,goalscorers
Did Pierre Tchibota's goal for Congo come from a penalty kick?,penalty_status,No,goalscorers
What was the goal minute for Amara Simba against Iceland on 1991-11-20?,goal_minute,41,goalscorers
What was the competition for Guatemala against Nicaragua on 2003-02-18?,tournament,UNCAF Cup,results
What was the away team's score when Argentina played Peru?,away_team_score,2,results
Who kicked first when Iraq played India in a penalty shootout?,first_shooter,India,shootouts
At what minute did Keo Sokpheng find the net against Hong Kong?,goal_minute,33,goalscorers
At what minute did Jānis Ikaunieks find the net against Estonia?,goal_minute,70,goalscorers
Which tournament included the match between Panama and Nicaragua?,tournament,UNCAF Cup,results
What date did Poland and Slovenia play each other?,match_date,2004-02-18,results
In which minute did Tedj Bensaoula score for Algeria against Chile?,goal_minute,35,goalscorers
Who won the shootout when Chile played Ghana?,shootout_winner,Ghana,shootouts
When was the match between Rwanda and Nigeria played?,match_date,2025-03-21,results
Did Christian Wilhelmsson convert a penalty against Liechtenstein on 2007-10-13?,penalty_status,No,goalscorers
Who started the penalty shootout between Ivory Coast and Egypt?,first_shooter,Ivory Coast,shootouts
Who started the penalty shootout between Kárpátalja and Ellan Vannin?,first_shooter,Unknown,shootouts
Was the FIFA World Cup qualification match between Singapore and Uzbekistan neutral?,neutral_status,No,results
What was the goal minute for Patrik Schick against Gibraltar on 2025-03-25?,goal_minute,50,goalscorers
Who won the shootout when Australia played Egypt?,shootout_winner,Egypt,shootouts
Which team won the shootout between Lithuania and Estonia?,shootout_winner,Estonia,shootouts
Who scored for Colombia in the match against Ecuador on 2017-03-28?,scorer,Juan Cuadrado,goalscorers
Who scored for South Korea in the match against Italy on 1986-06-10?,scorer,Huh Jung-Moo,goalscorers
How many goals were scored in total when North Korea faced Mongolia?,total_goals,6,results
Was the goal involving Christian Benítez on 2011-10-07 an own goal?,own_goal_status,No,goalscorers
Was the match between Colombia and Paraguay played on neutral soil?,neutral_status,Yes,results
What was the home score when Bermuda played Iceland?,home_team_score,0,results
Which side won the penalty shootout between Netherlands and Denmark?,shootout_winner,Denmark,shootouts
Who won the penalty shootout between Australia and Peru on 2022-06-13?,shootout_winner,Australia,shootouts
Which side won the penalty shootout between United Koreans in Japan and Northern Cyprus?,shootout_winner,Northern Cyprus,shootouts
In which minute did Josef Rasselnberg score for Germany against Luxembourg?,goal_minute,57,goalscorers
Who was victorious in the match between England and Belgium?,match_winner,England,results
How many goals did both teams score in total?,total_goals,3,results
What was the home score when Iran played Tunisia?,home_team_score,2,results
What day was the match between Malta and Tunisia?,match_date,1994-02-08,results
Which team won between Singapore and Vietnam Republic?,match_winner,Vietnam Republic,results
How many goals were recorded in Mexico vs Colombia?,total_goals,2,results
Who won the shootout when Finland played Belarus?,shootout_winner,Finland,shootouts
Who was the winner of the penalty shootout between Senegal and Ivory Coast?,shootout_winner,Ivory Coast,shootouts
What city and country hosted England versus Scotland?,match_location,"Birmingham, England",results
At what point in the match did Jozy Altidore score against Guadeloupe?,goal_minute,9,goalscorers
What was the scoreline for Sierra Leone versus Jordan?,match_score,Sierra Leone 2 - 1 Jordan,results
What was the goal minute for Gonzalo Galindo against Venezuela on 2004-07-12?,goal_minute,33,goalscorers
What was the home team's score when Panama played El Salvador on 2025-11-18?,home_team_score,3,results
Who was on the scoresheet for Saudi Arabia against Timor-Leste?,scorer,Salman Al-Faraj,goalscorers
When was the FIFA World Cup qualification match between Scotland and Cyprus held?,match_date,1989-04-26,results
How many goals did the away team Libya score while playing away to Uganda?,away_team_score,1,results
What date did Algeria and Egypt play each other?,match_date,1995-01-08,results
Did Alhaji Kamara's goal in Sierra Leone versus Chad count as an own goal?,own_goal_status,No,goalscorers
What minute was Evaristo de Macedo's goal for Brazil?,goal_minute,22,goalscorers
Who started the penalty shootout between Mali and Guinea?,first_shooter,Unknown,shootouts
Which event included the match between Jamaica and Honduras?,tournament,FIFA World Cup qualification,results
Who was the first shooter in the penalty shootout between Ivory Coast and Togo?,first_shooter,Unknown,shootouts
