question,intent,answer,source_dataset
Was Aleksandar Mitrović's goal for Serbia marked as an own goal?,own_goal_status,No,goalscorers
Where was the FIFA World Cup qualification match between Republic of Ireland and Moldova held?,match_location,"Dublin, Republic of Ireland",results
When did China face Serbia?,match_date,2000-05-25,results
In which city and country did England play San Marino?,match_location,"London, England",results
What was the away team Argentina's score against Colombia?,away_team_score,1,results
How many total goals were scored between Zimbabwe and Zambia on 1985-02-03?,total_goals,5,results
Where did Malawi face Djibouti?,match_location,"Blantyre, Malawi",results
What was the total number of goals scored between Sweden and Russia?,total_goals,0,results
Was the match between Kazakhstan and Estonia played on neutral soil?,neutral_status,No,results
Was Davor Šuker's goal against Estonia scored into their own net?,own_goal_status,No,goalscorers
Who won the match between Wales and Austria?,match_winner,Wales,results
What was the away team's goal total against Liberia?,away_team_score,1,results
Who was the goalscorer for Haiti versus Trinidad and Tobago?,scorer,Guy Saint-Vil,goalscorers
Was Igor Vrablic's goal against Honduras scored into their own net?,own_goal_status,No,goalscorers
Did either El Salvador or Bolivia have home advantage?,neutral_status,Yes,results
Which team was victorious in the penalty shootout between Nigeria and Ivory Coast?,shootout_winner,Nigeria,shootouts
Who won the shootout involving England and Italy?,shootout_winner,Italy,shootouts
How many goals did both teams score in total?,total_goals,2,results
How many times did the home team Sierra Leone score against Gambia?,home_team_score,2,results
Did Malaysia and Thailand play on neutral ground?,neutral_status,Yes,results
What was the result of Italy against Argentina?,match_score,Italy 0 - 0 Argentina,results
Who won the penalty shootout between Zambia and Angola on 2004-11-20?,shootout_winner,Angola,shootouts
What was the total goal count in the match between Kuwait and Iceland?,total_goals,2,results
Did Patrick M'Boma's goal for Cameroon come from a penalty kick?,penalty_status,No,goalscorers
What was the total goal count in the match between Kenya and Egypt?,total_goals,2,results
Which event included the match between Suriname and Guyana?,tournament,FIFA World Cup qualification,results
Did Paraguay and Uruguay play on neutral ground?,neutral_status,No,results
Where was the Friendly match between Bahrain and DR Congo held?,match_location,"Riffa, Bahrain",results
What competition did Georgia and Slovenia play in?,tournament,UEFA Euro qualification,results
Which team kicked first in the shootout between Corsica and Basque Country?,first_shooter,Unknown,shootouts
What city and country hosted Spain versus Uruguay?,match_location,"Oviedo, Spain",results
When did the match between Kazakhstan and Oman take place?,match_date,2010-08-11,results
Did Peter McParland score from the penalty spot against Wales?,penalty_status,No,goalscorers
Did Kastriot Dermaku score a penalty in the match against Iceland?,penalty_status,No,goalscorers
In which city and country did Solomon Islands play Tahiti?,match_location,"Sydney, Australia",results
Was the goal involving Lester Peltier on 2011-10-11 an own goal?,own_goal_status,No,goalscorers
Who started the penalty shootout between Mozambique and Malawi?,first_shooter,Unknown,shootouts
Did Akram Afif register an own goal in the match against Kuwait?,own_goal_status,No,goalscorers
Which side won when Saudi Arabia faced United Arab Emirates?,match_winner,Saudi Arabia,results
Did Venezuela or Paraguay win the match?,match_winner,Paraguay,results
In which minute did André Ayew score in Ghana versus Gabon?,goal_minute,18,goalscorers
Was the goal by Ante Razov against Guatemala scored from a penalty?,penalty_status,No,goalscorers
What was the away team Haiti's score against Guatemala?,away_team_score,0,results
Who was the winner when Saudi Arabia played China?,match_winner,Saudi Arabia,results
Was Renato Tapia's goal for Peru against Ecuador an own goal?,own_goal_status,No,goalscorers
On what date did Cambodia play Malaysia?,match_date,2024-12-08,results
What day was the match between Anguilla and French Guiana?,match_date,2018-09-07,results
Who won the penalty shootout between Réunion and Martinique?,shootout_winner,Martinique,shootouts
When was Savo Milošević's goal scored in the match against Luxembourg?,goal_minute,62,goalscorers
Was the venue neutral for the match between South Korea and Indonesia?,neutral_status,Yes,results
Who was the winner when Iraq played Egypt?,match_winner,Draw,results
Who was the winner when Switzerland played Azerbaijan?,match_winner,Switzerland,results
Who was the winner when San Marino played Scotland?,match_winner,Scotland,results
How many goals did both teams score in total?,total_goals,3,results
How many goals did the home team Saudi Arabia score in this match?,home_team_score,1,results
Did the match between Iraqi Kurdistan and Northern Cyprus end in a draw or did someone win?,match_winner,Iraqi Kurdistan,results
How many goals were scored in total when Russia faced Belgium?,total_goals,1,results
Who won the penalty shootout between Honduras and Costa Rica on 2021-06-06?,shootout_winner,Honduras,shootouts
Did Djalminha score a penalty in the match against Peru?,penalty_status,No,goalscorers
In what city was El Salvador against Guatemala played?,match_location,"San Salvador, El Salvador",results
How many goals did the home team Chad score in this match?,home_team_score,0,results
How many goals did the away team Rwanda score in this match?,away_team_score,0,results
What score did the away team Djibouti record against Egypt?,away_team_score,0,results
Which side won the penalty shootout between Portugal and England?,shootout_winner,Portugal,shootouts
In what city was Oman against Germany played?,match_location,"Muscat, Oman",results
Where did Finland face Hungary?,match_location,"Helsinki, Finland",results
What was the date of Barawa versus Chagos Islands?,match_date,2018-04-08,results
What was the home score when Benin played Ghana?,home_team_score,1,results
Was Libya against Sudan played away from both teams' home grounds?,neutral_status,Yes,results
Did the match between Malaysia and Brazil end in a draw or did someone win?,match_winner,Brazil,results
Did the match between Albania and England end in a draw or did someone win?,match_winner,England,results
Was Zvi Rozen's goal for Israel marked as an own goal?,own_goal_status,No,goalscorers
When was the African Cup of Nations qualification match between Burundi and Mauritania held?,match_date,2006-10-08,results
What was the home score when Bahrain played Turkmenistan?,home_team_score,5,results
Was Sandile Hlatjwako's goal against Djibouti scored into their own net?,own_goal_status,No,goalscorers
Who scored for Kenya against Mauritius?,scorer,Michael Olunga,goalscorers
When did the match between Iraq and Turkmenistan take place?,match_date,1999-11-01,results
What was the combined number of goals in the Al Ain International Cup match between Cape Verde and Egypt?,total_goals,2,results
Which team won the shootout between Lesotho and Zimbabwe?,shootout_winner,Zimbabwe,shootouts
Who was the goalscorer for Madagascar versus Zambia?,scorer,Etienne Rado Rasoanaivo,goalscorers
When did Cristiano Ronaldo score against Iceland?,goal_minute,89,goalscorers
How many goals were scored altogether when Malta played Estonia?,total_goals,3,results
Did Ali Asghar Modir Roosta score a penalty in the match against Taiwan?,penalty_status,No,goalscorers
Who was victorious in the match between Czechoslovakia and Albania?,match_winner,Czechoslovakia,results
When did Vladimir Beschastnykh score against Armenia?,goal_minute,8,goalscorers
Which player got the goal for France against Northern Ireland?,scorer,Just Fontaine,goalscorers
Was the match between Italy and Denmark played on neutral soil?,neutral_status,No,results
What was the date of Sri Lanka versus Turkmenistan?,match_date,2019-09-05,results
Was Miguel Pereira's goal in Angola versus Namibia a spot kick?,penalty_status,No,goalscorers
Which team took the first penalty between South Korea and Saudi Arabia?,first_shooter,South Korea,shootouts
What score did the away team Guinea record against Benin?,away_team_score,0,results
What was the date of Uruguay versus Argentina?,match_date,1956-02-15,results
In which minute did Jesús Manuel Corona score for Mexico against Panama?,goal_minute,76,goalscorers
Was the goal scored by Jean-Philippe Saïko for New Caledonia a penalty?,penalty_status,No,goalscorers
In which city and country did Panama play Costa Rica?,match_location,"Barranquilla, Colombia",results
What city and country hosted Northern Ireland versus Portugal?,match_location,"Belfast, Northern Ireland",results
In what city was Saudi Arabia against Ghana played?,match_location,"Riyadh, Saudi Arabia",results
Did the match between German DR and Sweden end in a draw or did someone win?,match_winner,Sweden,results
Which team won the shootout between Czech Republic and Denmark?,shootout_winner,Czech Republic,shootouts
Did Zizinho register an own goal in the match against Ecuador?,own_goal_status,No,goalscorers
Did Daniel Ballard score an own goal against Luxembourg?,own_goal_status,No,goalscorers
Did Franck Pangop score from the penalty spot against Algeria?,penalty_status,No,goalscorers
Who won the penalty shootout between Ghana and Madagascar on 2003-03-30?,shootout_winner,Ghana,shootouts
What score did the away team Namibia record against Morocco?,away_team_score,0,results
Who was on the scoresheet for Uruguay against Chile?,scorer,Nicolás Falero,goalscorers
How many goals were scored by the home team Fiji against Samoa?,home_team_score,4,results
When did the match between Fiji and Vanuatu take place?,match_date,1992-09-12,results
What was the final score between Slovenia and France?,match_score,Slovenia 0 - 2 France,results
What was the away team's score when China played Serbia on 2000-05-25?,away_team_score,2,results
How did the match between Malta and Moldova end?,match_score,Malta 0 - 0 Moldova,results
Which player scored for Yugoslavia against Cyprus?,scorer,Zlatko Vujović,goalscorers
Was the venue neutral for the match between Chile and Egypt?,neutral_status,Yes,results
Who found the net for Turkey against Armenia?,scorer,Bertuğ Yıldırım,goalscorers
Was the match between Uruguay and German DR played on neutral soil?,neutral_status,No,results
What competition did Guinea and Comoros play in?,tournament,Friendly,results
What was the home team's goal total against Iraq?,home_team_score,1,results
Which player scored for Guatemala in the 1985-04-26 match against Haiti?,scorer,Carlos Eduardo Estrada,goalscorers
How many goals did both teams score in total?,total_goals,2,results
Was Yoane Wissa's goal for DR Congo against Uzbekistan a penalty?,penalty_status,No,goalscorers
How many total goals were scored between Chile and Colombia?,total_goals,7,results
How did the match between Belgium and Brazil end?,match_score,Belgium 5 - 1 Brazil,results
Did the match between Burundi and Myanmar end in a draw or did someone win?,match_winner,Burundi,results
Did Edson Álvarez score an own goal against Dominican Republic?,own_goal_status,No,goalscorers
What was the home team's score when Morocco played Uganda?,home_team_score,0,results
In which tournament did Colombia face Chile?,tournament,Friendly,results
Did Andreas Brehme score from the penalty spot against Argentina?,penalty_status,Yes,goalscorers
Was the match between Chile and Cape Verde played on neutral soil?,neutral_status,Yes,results
At what point in the match did Paco Alcácer score against Luxembourg?,goal_minute,80,goalscorers
When was the match between Japan and Mexico played?,match_date,2005-06-16,results
In what city was Denmark against Wales played?,match_location,"Aarhus, Denmark",results
What was the result of Qatar against Indonesia?,match_score,Qatar 2 - 2 Indonesia,results
In what city was Saint Martin against Barbados played?,match_location,"Rincon, Bonaire",results
What was the final result when Ukraine played Belarus?,match_score,Ukraine 3 - 1 Belarus,results
Which side won the penalty shootout between Saudi Arabia and Iraq?,shootout_winner,Saudi Arabia,shootouts
What was the home team's score when Malta played Portugal on 2008-09-06?,home_team_score,0,results
Which tournament featured Canada versus Ecuador?,tournament,Gold Cup,results
What was the score between Matabeleland and Tamil Eelam?,match_score,Matabeleland 1 - 0 Tamil Eelam,results
How many goals were there in the match between Qatar and Philippines?,total_goals,5,results
How many goals were there in the match between Poland and New Zealand?,total_goals,2,results
What score did Cuba and Costa Rica finish with?,match_score,Cuba 0 - 3 Costa Rica,results
When was the match between Greece and Cyprus played?,match_date,1974-11-15,results
Who scored for São Tomé and Príncipe against Equatorial Guinea?,scorer,Ronaldo Afonso,goalscorers
What minute was Richard Dunne's goal for Republic of Ireland?,goal_minute,24,goalscorers
What was the home team's goal total against Egypt?,home_team_score,0,results
Who was the winner of the penalty shootout between France and Czech Republic?,shootout_winner,Czech Republic,shootouts
What was the score between Turkey and Sweden in UEFA Nations League?,match_score,Turkey 0 - 1 Sweden,results
Which player got the goal for Uzbekistan against Jordan?,scorer,Server Djeparov,goalscorers
At what point in the match did Gerd Müller score against Bulgaria?,goal_minute,52,goalscorers
What was the competition for Cambodia against Malaysia on 2021-12-06?,tournament,AFF Championship,results
Did either Congo or Angola have home advantage?,neutral_status,No,results
Was Rejepmyrat Agabaýew's goal against Afghanistan scored into their own net?,own_goal_status,No,goalscorers
When was the Nordic Championship match between Finland and Norway held?,match_date,1969-08-24,results
Which team took the first kick between Gabon and Cameroon on 1995-12-02?,first_shooter,Unknown,shootouts
How many goals did both teams score in total?,total_goals,5,results
Was Peter O'Sullivan's goal for Wales against Malta a penalty?,penalty_status,No,goalscorers
When was the UEFA Euro qualification match between Sweden and England held?,match_date,1998-09-05,results
What was the date of Latvia versus Lithuania?,match_date,2008-06-01,results
What was the score between Belgium and Serbia?,match_score,Belgium 0 - 2 Serbia,results
Was Guam against Papua New Guinea played away from both teams' home grounds?,neutral_status,Yes,results
Was Diego Maradona's goal for Argentina marked as an own goal?,own_goal_status,No,goalscorers
What was the home team's goal total against Namibia?,home_team_score,1,results
Did Rustam Ashurmatov score from the penalty spot against Hong Kong?,penalty_status,No,goalscorers
Which player scored for Guatemala in the 2011-10-11 match against Belize?,scorer,Minor López,goalscorers
Who won the shootout when Nigeria played Ivory Coast?,shootout_winner,Nigeria,shootouts
What score did Spain and England finish with?,match_score,Spain 1 - 0 England,results
Which event included the match between South Korea and Cameroon?,tournament,Friendly,results
Who emerged as the winner in Iran vs Kyrgyzstan?,match_winner,Iran,results
Did Seiichiro Maki score an own goal against Thailand?,own_goal_status,No,goalscorers
Which team took the first kick between Malawi and Lesotho on 2023-07-14?,first_shooter,Unknown,shootouts
How many goals did the away team Burkina Faso score in the West African Cup match against Ghana?,away_team_score,0,results
How many goals were scored altogether when Kazakhstan played Belarus?,total_goals,6,results
Which event included the match between Finland and Norway?,tournament,Friendly,results
Was the match between Mexico and Ecuador played at a neutral venue?,neutral_status,Yes,results
Which team was victorious in the penalty shootout between Curaçao and Saint Kitts and Nevis?,shootout_winner,Saint Kitts and Nevis,shootouts
What was the competition for Mauritania against Mauritius on 2014-04-12?,tournament,African Cup of Nations qualification,results
What was the score between Panama and Nicaragua in UNCAF Cup?,match_score,Panama 0 - 1 Nicaragua,results
What was the score between El Salvador and Guatemala in CCCF Championship?,match_score,El Salvador 1 - 3 Guatemala,results
Who started the penalty shootout between South Korea and Vietnam Republic?,first_shooter,Unknown,shootouts
What was the total number of goals in Turkmenistan versus Thailand?,total_goals,4,results
What was the total number of goals scored between Mauritania and Senegal?,total_goals,1,results
When did Tom Boyd score against Scotland?,goal_minute,74,goalscorers
What was the score between Paraguay and Peru in Friendly?,match_score,Paraguay 1 - 1 Peru,results
What was the total number of goals scored between Vanuatu and New Caledonia?,total_goals,2,results
How many goals did the home team Scotland score against Cyprus?,home_team_score,8,results
Which team kicked first in the shootout between Guinea and Mali?,first_shooter,Unknown,shootouts
Who was on the scoresheet for England against Sweden?,scorer,Theo Walcott,goalscorers
Who won the shootout involving Honduras and Costa Rica?,shootout_winner,Honduras,shootouts
What minute was Wojciech Łobodziński's goal for Poland?,goal_minute,34,goalscorers
Who won the shootout involving Honduras and Costa Rica?,shootout_winner,Honduras,shootouts
What was the overall goal total for the match?,total_goals,3,results
What was the away team's score when Nigeria played Lesotho?,away_team_score,0,results
Who won the shootout when Saare County played Åland Islands?,shootout_winner,Åland Islands,shootouts
At what minute did Carlos Ruiz find the net against Costa Rica?,goal_minute,4,goalscorers
Who scored for Libya against Egypt?,scorer,Othman Ferjani,goalscorers
What competition did Argentina and Poland play in?,tournament,Nehru Cup,results
When did the match between Myanmar and Cambodia take place?,match_date,1970-12-10,results
Was Lionel Messi's goal for Argentina marked as an own goal?,own_goal_status,No,goalscorers
How many total goals were scored between Wales and England?,total_goals,1,results
Did Tryggvi Guðmundsson score an own goal against Liechtenstein?,own_goal_status,No,goalscorers
Who scored for Cameroon against Mauritius?,scorer,Bryan Mbeumo,goalscorers
Who won the penalty shootout between Algeria and Cameroon?,shootout_winner,Cameroon,shootouts
When was the match between United States Virgin Islands and Guyana played?,match_date,2016-06-04,results
What was the away team Ghana's score against Togo?,away_team_score,0,results
What was the away team's score when Central African Republic played Congo on 1999-11-14?,away_team_score,2,results
How many total goals were scored between Kenya and Uganda?,total_goals,2,results
How many goals did the home team Cyprus score while hosting Israel?,home_team_score,1,results
Where was the match between Honduras and Trinidad and Tobago played?,match_location,"San Pedro Sula, Honduras",results
In which city and country did Bahrain play China?,match_location,"East Riffa, Bahrain",results
What was the location of Egypt versus Lithuania?,match_location,"Vincennes, France",results
What was the final score between Estonia and Lithuania?,match_score,Estonia 1 - 1 Lithuania,results
What was the score between United States and Jamaica in Gold Cup?,match_score,United States 3 - 1 Jamaica,results
Which event included the match between El Salvador and Peru?,tournament,Friendly,results
Which team won between Indonesia and Uruguay?,match_winner,Indonesia,results
Was Batram Suri's goal against Vanuatu scored into their own net?,own_goal_status,No,goalscorers
Was the FIFA World Cup qualification match between Haiti and Trinidad and Tobago neutral?,neutral_status,No,results
Where was the FIFA World Cup qualification match between New Zealand and Vanuatu held?,match_location,"Hamilton, New Zealand",results
How many goals did the away team Bulgaria score in this match?,away_team_score,0,results
How many total goals were scored between Chile and Peru on 1942-02-07?,total_goals,0,results
Was the match between China and Saudi Arabia played on neutral soil?,neutral_status,No,results
When did Denmark face Norway?,match_date,1981-09-23,results
Who was the winner of the penalty shootout between Argentina and Ecuador?,shootout_winner,Argentina,shootouts
Who scored for Switzerland against Bulgaria?,scorer,Adrian Knup,goalscorers
Which event included the match between Ecuador and Argentina?,tournament,FIFA World Cup qualification,results
Who took the first penalty in the shootout between Bolivia and Paraguay?,first_shooter,Unknown,shootouts
Was Livano Comenencia's goal for Curaçao against Jamaica an own goal?,own_goal_status,No,goalscorers
When did Andrej Kramarić score against Gibraltar?,goal_minute,77,goalscorers
Did Hristo Stoichkov score a penalty in the match against France?,penalty_status,Yes,goalscorers
How many total goals were scored between Lebanon and Palestine?,total_goals,0,results
Was Sidny Lopes Cabral's goal against Argentina scored into their own net?,own_goal_status,No,goalscorers
When was the match between Saudi Arabia and Bahrain played?,match_date,1992-11-28,results
Who was on the scoresheet for England against Cyprus?,scorer,Kevin Keegan,goalscorers
Who found the net for Ukraine against Spain?,scorer,Andriy Voronin,goalscorers
Who was on the scoresheet for Morocco against Mali?,scorer,Brahim Díaz,goalscorers
What competition did Netherlands and Moldova play in?,tournament,UEFA Euro qualification,results
Did DR Congo or Mauritania win the match?,match_winner,DR Congo,results
Who won the penalty shootout between England and Italy on 2012-06-24?,shootout_winner,Italy,shootouts
Which side took the opening penalty between Bangladesh and Sri Lanka?,first_shooter,Unknown,shootouts
Was the venue neutral for the match between Tunisia and Mauritania?,neutral_status,No,results
At what minute did Søren Larsen find the net against Malta?,goal_minute,46,goalscorers
What competition did Turkey and Spain play in?,tournament,UEFA Euro qualification,results
Which team won between Argentina and Croatia?,match_winner,Argentina,results
When was the match between Denmark and Switzerland played?,match_date,1999-09-04,results
Which side won when Norway faced Croatia?,match_winner,Draw,results
Who was the first shooter in the penalty shootout between Iran and Saudi Arabia?,first_shooter,Iran,shootouts
Which side took the opening penalty between Réunion and Martinique?,first_shooter,Unknown,shootouts
Who won the penalty shootout between Czechoslovakia and Yugoslavia on 1991-08-08?,shootout_winner,Czechoslovakia,shootouts
What was the final result when Sri Lanka played Cambodia?,match_score,Sri Lanka 1 - 0 Cambodia,results
Which location hosted the match between Antigua and Barbuda and Grenada?,match_location,"St. John's, Antigua and Barbuda",results
Where did Lebanon face Uzbekistan?,match_location,"Beirut, Lebanon",results
Which tournament was the match between Egypt and Argentina part of?,tournament,Friendly,results
Was Li Chang-Ha's goal against Macau scored into their own net?,own_goal_status,No,goalscorers
Who was the goalscorer for Portugal versus Yugoslavia?,scorer,Matateu,goalscorers
Who was the goalscorer for Colombia versus Peru?,scorer,James Rodríguez,goalscorers
In which tournament did United States face Paraguay?,tournament,Friendly,results
What was the away team's score when Montserrat played Barbados on 2010-10-08?,away_team_score,5,results
What was the goal minute for Fernando Torres against Liechtenstein on 2010-09-03?,goal_minute,18,goalscorers
What was the final score between Ecuador and Bolivia?,match_score,Ecuador 2 - 0 Bolivia,results
On what date did Romania play German DR?,match_date,1955-09-18,results
Did André-Pierre Gignac's goal in France versus Faroe Islands count as an own goal?,own_goal_status,No,goalscorers
How did Germany vs Argentina finish?,match_score,Germany 2 - 2 Argentina,results
Did Peter Crouch convert a penalty against Andorra on 2009-06-10?,penalty_status,No,goalscorers
How many goals did the home team India score in this match?,home_team_score,2,results
What was the goal minute for Stéphane Bahoken against Guinea-Bissau on 2019-06-25?,goal_minute,69,goalscorers
Where did Saint Kitts and Nevis face Montserrat?,match_location,"Basseterre, Saint Kitts and Nevis",results
Who was the first shooter in the penalty shootout between Costa Rica and Mexico?,first_shooter,Mexico,shootouts
What was the home team's goal total against England?,home_team_score,1,results
What was the overall goal total for the match?,total_goals,2,results
Was the Friendly match between Netherlands and Austria neutral?,neutral_status,No,results
Did either Austria or Hungary have home advantage?,neutral_status,No,results
Who scored for United States against Cuba?,scorer,Gyasi Zardes,goalscorers
Was Pedro Reyes's goal in Chile versus Peru a spot kick?,penalty_status,No,goalscorers
Which player scored for Belgium against El Salvador?,scorer,Ludo Coeck,goalscorers
Did either Brazil or Wales have home advantage?,neutral_status,Yes,results
Where did Mozambique face Sudan?,match_location,"Maputo, Mozambique",results
Which side took the opening penalty between Singapore and Myanmar?,first_shooter,Unknown,shootouts
Did Ümit Karan score from the penalty spot against Moldova?,penalty_status,No,goalscorers
What was the combined number of goals in the UEFA Euro qualification match between Lithuania and Serbia?,total_goals,4,results
Did either Greenland or Menorca have home advantage?,neutral_status,Yes,results
Who was the winner of the penalty shootout between Australia and Egypt?,shootout_winner,Egypt,shootouts
Can you tell me the score between United States and Costa Rica?,match_score,United States 0 - 1 Costa Rica,results
Which team was victorious in the penalty shootout between Spain and Italy?,shootout_winner,Spain,shootouts
Was the goal scored by Bamba Dieng for Senegal a penalty?,penalty_status,No,goalscorers
Who emerged as the winner in Spain vs Italy?,match_winner,Spain,results
Can you tell me the score between Mali and South Sudan?,match_score,Mali 2 - 0 South Sudan,results
What was the goal minute for Antonis Antoniadis against Bulgaria on 1974-12-18?,goal_minute,40,goalscorers
What was the away team's score in Russia versus England?,away_team_score,2,results
Did either Bolivia or Jamaica have home advantage?,neutral_status,Yes,results
What was the score between Latvia and Lithuania in Baltic Cup?,match_score,Latvia 2 - 1 Lithuania,results
What was the goal minute for Hugo Kiesse against Ecuador on 1975-07-24?,goal_minute,16,goalscorers
What competition did Zambia and Sudan play in?,tournament,African Cup of Nations qualification,results
What was the result of Spain against Cyprus?,match_score,Spain 6 - 0 Cyprus,results
Did Buenaventura Ferreira's goal for Paraguay come from a penalty kick?,penalty_status,No,goalscorers
What score did the home team Denmark record against Belgium?,home_team_score,1,results
Was the goal by Faisal Antar against Sri Lanka scored from a penalty?,penalty_status,No,goalscorers
What was the away score when Finland played Bosnia and Herzegovina?,away_team_score,2,results
Was the goal by Yuji Nakazawa against Oman scored from a penalty?,penalty_status,No,goalscorers
Did either Saint Lucia or Curaçao have home advantage?,neutral_status,No,results
Which tournament included the match between England and Northern Ireland?,tournament,British Home Championship,results
How many goals did the away team DR Congo score in the African Cup of Nations match against Cameroon?,away_team_score,0,results
What competition did Republic of Ireland and Switzerland play in?,tournament,FIFA World Cup qualification,results
Did Teboho Mokoena's goal for South Africa come from a penalty kick?,penalty_status,No,goalscorers
When was the Pacific Games match between Samoa and American Samoa held?,match_date,2023-11-20,results
What was the away score when Oman played China?,away_team_score,2,results
At what point in the match did Ally McCoist score against Belgium?,goal_minute,14,goalscorers
In which city and country did Colombia play Paraguay?,match_location,"Bogotá, Colombia",results
Which tournament included the match between Faroe Islands and Italy?,tournament,UEFA Euro qualification,results
In which tournament did Sweden face Iceland?,tournament,UEFA Euro qualification,results
Was the goal scored by Luis Artime for Argentina a penalty?,penalty_status,No,goalscorers
Which tournament included the match between Paraguay and Sweden?,tournament,FIFA World Cup,results
Was the goal by Evan Ferguson against Armenia scored from a penalty?,penalty_status,No,goalscorers
At what minute did Marius Lăcătuș find the net against Russia?,goal_minute,41,goalscorers
At what minute did Vítor Baptista find the net against Denmark?,goal_minute,47,goalscorers
How did the match between Poland and Japan end?,match_score,Poland 0 - 2 Japan,results
Did Faruk Hadžibegić score from the penalty spot against Turkey?,penalty_status,Yes,goalscorers
Who scored for Wales against Belgium?,scorer,Brennan Johnson,goalscorers
Who won the shootout involving Colombia and Chile?,shootout_winner,Chile,shootouts
Which team was victorious in the penalty shootout between Lithuania and Latvia?,shootout_winner,Lithuania,shootouts
When was the FIFA World Cup qualification match between Palestine and Lebanon held?,match_date,2024-06-06,results
What score did the home team DR Congo record against Kenya?,home_team_score,1,results
Who was victorious in the match between Panama and Ecuador?,match_winner,Draw,results
What score did the home team Belgium record against United States?,home_team_score,7,results
Did Enzo Scifo score an own goal against Faroe Islands?,own_goal_status,No,goalscorers
What score did Kenya and Uganda finish with?,match_score,Kenya 2 - 1 Uganda,results
Who scored for Iraq in the match against Palestine on 2004-03-31?,scorer,Razzaq Farhan,goalscorers
Was Albert Hurgronje's goal in Netherlands versus Romania a spot kick?,penalty_status,No,goalscorers
Who won the shootout when Mauritius played Réunion?,shootout_winner,Réunion,shootouts
Who was the goalscorer for Croatia versus Turkey?,scorer,Goran Vlaović,goalscorers
When did Norway face Denmark?,match_date,1949-09-11,results
What was the competition for Luxembourg against Denmark on 2003-06-11?,tournament,UEFA Euro qualification,results
Which side won when Norway faced Saarland?,match_winner,Saarland,results
Who found the net for Belarus against Estonia?,scorer,Vitaly Lisakovich,goalscorers
Was Kevin Rodríguez's goal for Ecuador marked as an own goal?,own_goal_status,No,goalscorers
What competition was the match between Guyana and Trinidad and Tobago played in?,tournament,Friendly,results
Which tournament was the match between Norway and Argentina part of?,tournament,Friendly,results
When was Kwame Ayew's goal scored in the match against Algeria?,goal_minute,82,goalscorers
Was Tijan Jaiteh's goal against Algeria scored into their own net?,own_goal_status,No,goalscorers
How many goals were recorded in United Arab Emirates vs Indonesia?,total_goals,2,results
Was the goal involving Irmantas Stumbrys on 1998-04-21 an own goal?,own_goal_status,No,goalscorers
Who found the net for New Zealand against Kuwait?,scorer,Steve Wooddin,goalscorers
How many goals were scored by the away team Tunisia against Ghana?,away_team_score,1,results
How many times did the home team Norway score against Denmark?,home_team_score,1,results
Did Vietnam and Malaysia play on neutral ground?,neutral_status,No,results
What score did the away team Uruguay record against France?,away_team_score,0,results
What was the away score when Malta played Azerbaijan?,away_team_score,0,results
When did Bryan Labissiere score against Barbados?,goal_minute,84,goalscorers
When was the GaNEFo match between China and North Vietnam held?,match_date,1966-11-30,results
How many goals were scored by the away team England against Uruguay?,away_team_score,0,results
What was the away score when Germany played Wales?,away_team_score,1,results
How many total goals were scored between France and Argentina?,total_goals,2,results
What minute was Birkir Már Sævarsson's goal for Iceland?,goal_minute,12,goalscorers
What was the home team's score in Bolivia versus Scotland?,home_team_score,0,results
Did the match between Trinidad and Tobago and El Salvador end in a draw or did someone win?,match_winner,Trinidad and Tobago,results
What was the date of Canada versus Dominica?,match_date,2015-06-16,results
How many goals did the home team Poland score against Israel?,home_team_score,4,results
"Did Eduardo ""Volkswagen"" Hernández register an own goal in the match against Honduras?",own_goal_status,No,goalscorers
Did Komlan Assignon's goal for Togo come from a penalty kick?,penalty_status,No,goalscorers
Which team took the first penalty between Zambia and Botswana?,first_shooter,Unknown,shootouts
Did Haiti or Guyana win the match?,match_winner,Draw,results
On what date did Zambia play Tunisia?,match_date,2002-01-21,results
Where was the UEFA Euro qualification match between Greece and Georgia held?,match_location,"Piraeus, Greece",results
Who was the winner of the penalty shootout between Botswana and Angola?,shootout_winner,Botswana,shootouts
Who won the penalty shootout between Saudi Arabia and South Korea on 2024-01-30?,shootout_winner,South Korea,shootouts
How many goals did the home team Indonesia score against Cambodia?,home_team_score,9,results
What was the away team Saint Vincent and the Grenadines's score against Guatemala?,away_team_score,0,results
Was the venue neutral for the match between Sint Maarten and Saint Barthélemy?,neutral_status,No,results
How many goals were scored in total when Mexico faced Canada?,total_goals,2,results
How many goals were scored in total when Portugal faced Ecuador?,total_goals,5,results
Which team took the first kick between Indonesia and Singapore on 1999-08-14?,first_shooter,Unknown,shootouts
What was the home score when Egypt played Mauritius?,home_team_score,4,results
Who came out on top between Kenya and Eritrea?,match_winner,Kenya,results
Who won the match between Syria and Yemen?,match_winner,Draw,results
What was the final score between Bangladesh and Laos?,match_score,Bangladesh 0 - 0 Laos,results
Which player scored for Ukraine in the 2023-10-17 match against Malta?,scorer,Mykhailo Mudryk,goalscorers
At what point in the match did Jomard Moussa score against Philippines?,goal_minute,87,goalscorers
Which team took the first penalty between Bahrain and Latvia?,first_shooter,Unknown,shootouts
Which player scored for Netherlands in the 1983-11-16 match against Spain?,scorer,Peter Houtman,goalscorers
Was the match between Zambia and Malawi played at a neutral venue?,neutral_status,No,results
Did Adam Hložek score an own goal against Montenegro?,own_goal_status,No,goalscorers
